party,timestamp,amount,counterparty,communication
A39,2023-07-06 19:00:42,4219.78,78,/C/
A210,2024-03-03 20:43:57,2500.03,A316,1081898137
115,2022-12-01 01:10:18,5280.83,113,rent
A2,2023-11-26 15:53:08,2849.57,520,/C/
A142,2022-11-06 22:30:57,6434.43,A358,4453256721
A356,2023-05-14 05:13:47,9732.38,65,/C/
A170,2023-07-11 00:21:20,6803.23,A39,1094526582
A175,2023-03-13 07:20:56,709.49,365,/A/
444,2023-01-24 00:43:58,3001.13,176,fries
A6,2024-03-12 07:03:34,8779.61,870,/A/
524,2023-03-31 20:49:20,69.79,555,fries
A242,2022-07-17 17:11:55,5211.2,A329,6414377222
A167,2023-10-10 20:36:51,5071.22,A220,9314935488
45,2022-08-31 05:01:24,719.43,738,savings
474,2024-01-03 13:00:16,2008.99,426,fries
A303,2022-11-11 17:58:25,8511.57,691,/C/
A122,2023-10-08 17:16:25,7222.88,458,/B/
90,2024-05-16 13:10:54,4513.62,99,rent
A164,2022-10-19 01:54:08,7930.57,706,/A/
A338,2023-11-10 00:39:17,7825.71,326,/C/
338,2024-03-12 11:03:02,2193.63,961,payback
A356,2024-04-20 22:17:15,3137.54,A178,1494007467
A301,2023-12-17 16:44:22,1344.35,A235,9881188210
A396,2023-07-01 14:19:49,4392.88,A391,0595587042
A355,2023-08-19 12:47:48,3686.09,A225,7696732549
30,2022-10-29 22:06:40,3924.02,921,savings
A91,2023-04-24 00:05:11,7848.18,560,/C/
975,2022-12-21 03:18:21,4696.03,770,savings
A108,2024-01-28 23:47:45,8391.58,A282,0571216629
A198,2023-08-31 14:21:37,3845.02,A268,2734289042
A167,2023-11-07 03:39:05,3970.78,756,/C/
A202,2023-07-23 08:50:46,2913.05,A2,6889589932
A40,2022-11-09 17:53:32,704.09,687,/C/
A376,2023-10-01 06:58:32,2295.23,32,/B/
A49,2023-03-30 03:51:54,2974.12,489,/C/
215,2024-04-23 14:14:53,3254.04,306,fries
354,2024-05-01 04:50:01,5320.39,426,bonus
A384,2022-07-20 13:54:07,8700.27,14,/B/
A87,2023-04-29 21:21:12,3122.61,264,/A/
A159,2022-07-08 21:14:23,8564.97,701,/C/
A50,2023-07-26 07:44:18,2912.61,414,/A/
A372,2023-10-21 15:34:54,918.25,675,/C/
A198,2023-10-27 09:26:09,7202.21,786,/B/
A250,2022-09-09 16:25:08,8433.43,56,/A/
A113,2022-08-26 00:53:56,624.96,451,/C/
A226,2022-06-28 00:25:20,159.68,A137,2120660580
A275,2024-02-07 00:53:57,6937.12,785,/B/
A4,2023-12-27 15:44:54,4188.39,770,/A/
A342,2023-10-08 08:48:45,7244.45,A298,1708880724
A32,2022-12-08 18:48:48,1504.51,A245,5308772269
A201,2022-09-14 09:49:09,4237.58,A228,3495860150
A191,2023-10-10 11:18:22,449.03,807,/C/
277,2023-06-11 07:34:53,3226.77,589,rent
A354,2023-07-16 17:22:01,7119.33,398,/B/
A255,2022-07-01 21:43:11,676.21,806,/C/
A57,2023-05-18 16:57:42,1686.12,A74,7195261718
A31,2022-12-28 19:26:20,4190.09,681,/C/
246,2022-10-28 06:20:09,4303.64,878,fries
819,2023-12-02 07:00:45,7133.83,485,beers
69,2024-02-14 20:18:49,8820.38,790,savings
A334,2023-02-10 07:23:07,2553.49,897,/B/
A237,2023-07-31 14:24:42,9408.61,80,/A/
A341,2023-01-23 19:23:09,2188.44,A167,8196348130
A156,2023-04-04 15:40:01,8431.21,A349,3625691539
245,2023-02-19 13:06:54,8632.92,7,bonus
A42,2022-07-13 12:15:55,5566.52,958,/C/
389,2023-05-05 03:57:58,4996.84,169,bonus
A220,2023-10-27 06:30:58,34.11,387,/A/
A33,2023-10-13 19:32:31,278.16,A18,6195816189
A77,2023-06-12 04:38:36,2027.84,587,/C/
A167,2022-07-06 02:22:05,5420.09,197,/B/
A397,2024-04-02 19:54:43,9908.89,115,/B/
686,2022-11-26 03:58:51,3566.91,78,payback
491,2024-05-11 09:10:44,718.15,572,bonus
A117,2023-07-31 21:41:53,8748.5,834,/B/
A366,2023-01-11 18:26:51,3008.83,207,/B/
181,2023-03-22 07:04:25,6461.85,347,rent
A389,2024-05-24 00:46:07,2849.78,676,/C/
A199,2022-10-13 00:26:37,8271.54,A50,8912415212
A335,2023-10-14 03:00:28,808.16,809,/C/
A109,2023-06-18 08:41:19,6246.33,559,/B/
A24,2024-04-17 14:35:09,2068.99,699,/B/
A121,2023-08-02 16:21:35,390.14,665,/A/
A259,2023-04-22 09:54:26,8167.79,A302,7957377564
A12,2023-01-15 16:30:16,6434.79,A282,9452072594
A99,2023-04-12 03:22:08,7442.89,507,/B/
A154,2024-01-07 20:11:43,2622.63,710,/A/
242,2023-04-27 12:50:29,1934.07,963,rent
524,2022-12-25 19:35:15,9346.13,885,bonus
A185,2023-09-09 05:58:10,7319.75,159,/C/
A192,2022-09-07 08:50:52,9173.96,A166,4942285141
A386,2024-02-01 08:30:07,8927.21,401,/C/
359,2022-11-30 07:25:01,2027.27,902,bonus
A221,2022-10-22 19:42:48,5279.58,877,/A/
A377,2024-02-01 08:29:56,2352.71,194,/C/
A179,2023-11-20 15:17:19,2136.37,437,/A/
643,2022-09-23 23:40:35,8071.45,922,beers
A64,2023-09-15 07:23:54,1079.8,687,/C/
504,2024-05-28 02:45:08,6995.66,143,beers
A216,2022-08-14 08:14:56,6965.45,480,/C/
A28,2023-08-24 13:02:06,6882.1,A262,2135221111
A16,2022-08-05 13:25:25,5166.07,967,/C/
A340,2024-02-25 05:22:11,5493.19,748,/A/
A300,2023-01-21 08:28:52,5074.21,583,/A/
A106,2023-07-03 07:31:02,8850.88,47,/C/
A33,2023-06-11 08:07:11,6526.16,192,/C/
A310,2023-12-16 04:44:12,8054.46,84,/C/
A288,2023-04-12 23:37:40,6448.7,A217,0208289681
A137,2023-10-10 20:47:38,5456.46,A121,3586283588
A278,2023-07-12 19:41:49,84.68,537,/B/
974,2023-09-16 09:14:20,4860.29,839,payback
37,2022-10-30 14:42:16,4356.94,468,savings
582,2022-10-15 09:11:15,5565.26,52,beers
A215,2023-05-24 10:23:34,2795.47,267,/B/
204,2024-05-22 15:16:09,1585.91,671,bonus
A272,2023-03-30 12:51:41,9350.25,739,/C/
A140,2023-03-19 06:35:24,7216.73,A264,4092702907
A131,2022-10-18 23:02:53,9072.38,148,/A/
A328,2024-01-30 15:37:29,9265.35,A135,8980147689
A107,2023-05-19 00:26:13,5501.3,844,/B/
689,2024-05-10 01:30:41,1903.08,621,rent
A319,2023-10-16 13:58:19,3359.34,401,/B/
A193,2022-06-23 19:30:23,7646.54,426,/C/
A55,2023-08-27 14:49:06,5248.6,279,/A/
854,2022-07-25 10:19:24,7802.49,277,payback
A175,2023-12-07 07:45:40,8503.21,986,/B/
A216,2024-03-10 14:03:40,3244.31,A233,9326334570
A37,2023-03-20 16:07:12,5068.46,73,/B/
852,2023-02-06 17:59:17,3594.27,904,payback
A45,2022-07-10 21:47:45,3778.64,975,/C/
A338,2024-01-17 10:23:31,2914.52,434,/B/
A342,2024-01-03 05:37:36,3732.21,274,/C/
A356,2024-02-06 21:44:17,587.45,621,/C/
A63,2024-05-22 16:08:39,3504.45,50,/B/
A60,2023-03-26 06:04:47,433.5,A50,4022359606
A267,2022-11-28 02:20:49,9216.97,342,/B/
A390,2024-06-21 10:36:25,1737.06,601,/B/
687,2024-02-28 04:18:37,229.87,308,bonus
A10,2024-01-08 18:45:07,2145.53,A377,4884861817
A226,2022-11-24 15:15:53,2842.92,A383,5768263690
933,2023-02-14 14:14:15,6353.59,519,payback
A120,2022-09-29 21:31:22,6586.8,663,/A/
A182,2022-11-24 06:58:31,2208.29,989,/C/
A391,2023-08-05 17:56:10,6998.99,A18,7746743340
A350,2023-07-03 04:26:54,5666.72,467,/A/
345,2023-12-23 00:34:15,3205.41,808,rent
A345,2023-10-20 20:16:05,1102.89,A103,3343172749
712,2023-10-06 06:16:30,9416.28,229,rent
A260,2024-02-27 04:33:56,5010.37,A183,3402610158
A78,2022-10-26 19:38:48,8445.67,390,/A/
A107,2023-05-20 23:36:48,9028.55,941,/A/
719,2023-11-04 19:10:44,460.8,979,payback
642,2022-09-03 21:27:41,8481.85,938,bonus
A264,2022-12-04 04:18:19,4697.4,704,/C/
A73,2023-07-12 09:09:09,2813.93,989,/A/
297,2022-11-24 17:01:21,3718.43,137,rent
89,2023-12-27 01:53:40,7497.24,92,payback
895,2024-03-05 05:07:22,4195.7,522,beers
A205,2024-06-13 02:55:08,4699.58,232,/C/
A41,2022-11-02 19:50:00,3034.83,799,/C/
289,2023-04-30 00:07:41,5457.66,578,savings
A226,2022-06-28 05:17:31,8105.4,740,/B/
932,2023-12-10 03:15:33,1081.61,76,payback
A65,2023-11-25 13:28:36,6886.98,A238,1513194828
A72,2023-03-20 23:07:57,5603.99,A240,6343946357
A273,2023-11-12 21:58:41,7337.97,817,/C/
A206,2022-08-26 06:29:55,8063.2,A327,8354737457
A355,2024-06-20 12:38:43,1111.33,A229,2747931980
A66,2022-11-21 06:31:54,4422.53,A127,3678121554
A391,2023-07-18 22:03:16,9371.79,163,/A/
A302,2023-06-15 00:43:09,4389.91,699,/C/
679,2023-07-21 07:10:47,4518.37,718,rent
A53,2024-05-27 17:14:40,2711.71,256,/C/
A277,2023-08-24 21:54:20,3362.89,546,/B/
404,2023-03-03 00:11:44,838.85,276,beers
A189,2023-01-23 13:47:03,1509.33,577,/A/
A66,2022-08-01 07:44:13,3985.44,911,/C/
328,2022-08-01 03:31:29,4577.09,775,bonus
A369,2024-06-08 11:30:30,9424.86,513,/B/
A8,2023-07-27 06:43:40,375.75,A145,2109979885
A364,2024-04-23 06:11:11,4591.65,4,/A/
A208,2022-06-22 23:02:05,6789.25,733,/B/
A200,2024-04-01 13:03:17,9138.44,703,/B/
A298,2024-04-05 17:19:45,5723.47,579,/C/
945,2023-10-19 06:55:37,1873.74,550,fries
A199,2022-12-03 23:35:15,9365.96,A327,0798909789
832,2023-07-24 06:16:28,6289.47,16,savings
746,2024-03-09 12:54:03,6589.42,590,payback
A359,2023-05-16 23:26:58,9880.04,A125,8101362408
83,2023-08-10 01:50:42,7432.69,624,bonus
A77,2022-12-09 11:23:26,7902.59,732,/C/
793,2023-05-07 18:01:57,3785.53,404,savings
258,2023-02-12 14:44:48,2859.8,948,bonus
906,2023-06-05 05:51:54,4112.27,197,fries
182,2022-10-30 17:55:33,7236.67,148,fries
A169,2024-05-07 18:16:13,9152.65,23,/B/
A196,2023-10-14 12:28:13,3052.01,A239,8848805954
A93,2024-05-04 18:25:26,4792.02,7,/A/
A292,2023-10-24 09:28:35,1276.95,A377,2343714243
675,2023-05-24 05:15:13,6762.3,526,rent
A126,2023-01-15 07:54:58,7889.66,932,/C/
940,2023-12-17 18:35:29,4613.24,182,fries
A81,2024-02-17 03:04:04,2726.19,548,/C/
A17,2024-05-31 18:12:46,8665.35,801,/C/
A207,2023-08-19 11:29:27,7941.05,621,/B/
A115,2023-10-27 02:59:23,3165.85,A271,5375122072
A163,2023-07-14 14:57:23,859.65,815,/C/
A325,2023-12-05 18:35:20,6796.25,953,/A/
A3,2024-05-07 04:54:19,3300.3,A91,2247032133
A9,2023-02-03 00:10:07,4640.09,60,/B/
A6,2022-08-07 13:07:49,5374.77,630,/C/
A76,2023-07-08 19:30:00,4090.49,586,/A/
A186,2023-01-29 10:35:05,5604.09,334,/B/
642,2024-02-15 01:38:37,394.06,600,beers
A390,2024-04-24 21:20:15,1753.45,7,/A/
A374,2023-06-25 06:18:55,6888.56,542,/A/
A154,2023-07-09 23:31:40,6581.07,273,/C/
606,2023-11-29 03:42:08,7863.39,124,beers
A197,2023-11-09 10:59:23,396.11,A52,0855704193
A1,2024-01-30 22:13:50,4076.1,A386,6415118222
A115,2023-10-25 12:15:44,2875.47,686,/C/
A382,2022-09-05 08:12:05,8689.44,750,/C/
A40,2023-01-14 23:01:59,3727.67,A14,2323213992
553,2024-04-28 03:29:54,9263.57,322,payback
A145,2023-06-19 21:02:45,8940.35,191,/B/
A19,2023-12-05 16:26:21,2335.31,176,/A/
A138,2024-04-09 06:14:11,999.65,A317,1610199532
0,2022-09-07 16:04:09,9639.17,336,payback
A329,2022-07-07 14:01:00,4794.73,A153,2814351941
A293,2022-07-21 02:36:10,6248.76,479,/C/
A45,2023-07-09 14:52:36,7881.9,497,/B/
A341,2024-01-21 04:00:58,2416.3,108,/C/
765,2022-11-02 06:40:57,8150.44,872,rent
A142,2023-05-31 23:53:15,1081.14,A108,1670141048
A15,2023-09-17 06:57:56,5218.66,A209,4562009832
A98,2023-09-26 02:20:33,7055.66,443,/B/
A354,2024-06-08 15:34:51,1451.73,A343,9397252056
A353,2024-06-18 01:24:16,3508.37,A375,7916712794
A362,2023-04-01 18:06:22,8039.22,19,/A/
A179,2022-12-01 16:58:32,2283.58,1000,/C/
A165,2024-01-16 01:16:41,4505.95,816,/A/
A383,2023-03-31 06:06:17,2481.46,169,/B/
597,2023-01-18 04:30:55,7723.31,465,rent
A102,2023-07-04 09:19:44,4582.24,16,/B/
887,2022-11-10 19:36:31,5561.92,561,payback
A283,2024-04-20 11:36:40,4726.68,A224,1920228540
A73,2022-11-29 19:05:35,2681.77,A207,1668450156
133,2023-11-04 02:42:02,7484.97,169,bonus
A135,2022-12-29 09:16:15,7973.24,530,/A/
A10,2024-06-18 00:14:27,6229.48,417,/A/
A331,2022-10-30 08:10:39,2904.89,766,/C/
A362,2023-09-02 03:53:23,5434.68,449,/C/
A243,2022-09-11 09:17:19,650.75,999,/A/
A381,2022-11-17 23:25:56,3415.68,444,/B/
472,2022-11-02 11:26:22,6126.13,693,rent
149,2024-06-18 14:35:42,8434.36,595,rent
576,2024-01-18 10:14:41,1703.36,525,rent
A125,2022-08-04 10:49:52,3136.85,A115,4533843092
A233,2023-12-15 10:22:46,4175.55,A259,8331020852
A186,2023-04-16 18:16:08,433.83,409,/B/
A269,2024-01-14 01:22:11,3380.88,9,/A/
53,2022-11-19 17:13:16,2582.94,348,payback
A224,2024-05-09 00:54:35,8076.83,365,/C/
373,2023-10-06 10:20:25,6161.45,80,payback
A383,2024-02-24 13:53:17,8153.94,263,/C/
A311,2022-09-07 17:15:36,2437.71,A395,5044492095
374,2023-05-29 11:30:20,2800.92,276,payback
A387,2023-02-15 08:02:41,869.55,A270,3117949442
525,2024-05-20 10:33:20,1838.26,242,beers
A294,2022-07-12 00:49:02,6240.77,343,/C/
470,2022-07-24 19:05:29,5009.86,894,bonus
A308,2023-09-24 22:34:07,1553.69,845,/B/
3,2024-04-27 22:30:25,7414.48,872,bonus
A165,2024-04-06 01:19:00,6151.66,843,/C/
A291,2023-03-01 02:13:02,3411.46,988,/B/
A273,2022-10-24 00:45:37,9724.42,667,/C/
A146,2023-01-29 20:31:03,3798.99,68,/B/
A284,2024-05-26 05:31:03,1973.17,A87,8105925121
A259,2023-10-15 21:30:36,1203.14,605,/C/
390,2023-07-13 22:21:39,8755.07,163,beers
A43,2024-03-19 05:44:07,9833.63,444,/B/
A189,2022-12-01 00:13:17,3692.55,A200,3630043359
A21,2022-08-26 02:21:33,8529.31,80,/B/
A152,2023-06-06 10:03:06,3964.95,13,/B/
644,2023-08-18 01:18:58,6663.38,373,bonus
A291,2023-10-04 19:53:18,7182.58,292,/A/
A200,2023-11-28 05:14:14,2647.11,999,/C/
A108,2023-01-29 15:44:49,9091.53,A175,9283962577
A52,2023-01-06 12:34:58,2621.23,A337,6165665764
217,2023-11-27 17:44:48,137.34,249,savings
A261,2023-11-03 03:55:10,3576.3,401,/A/
86,2024-01-25 06:34:36,4476.71,57,savings
A210,2023-02-21 08:59:40,5704.01,470,/C/
A116,2022-12-18 02:27:48,3902.05,A316,2496234436
A89,2023-07-22 00:26:08,6006.44,515,/B/
A213,2023-10-19 05:56:50,835.93,190,/C/
508,2023-10-01 00:20:55,5268.6,612,bonus
A323,2023-03-18 08:15:24,4440.35,A149,1733360107
A218,2022-07-21 01:07:08,9487.31,489,/B/
A24,2024-04-23 11:00:02,7725.27,376,/A/
342,2023-09-07 01:32:53,2828.28,37,beers
A281,2022-07-19 00:35:34,3282.96,859,/C/
A52,2024-05-06 07:44:47,7799.27,A220,5498061846
A253,2024-05-22 03:25:14,3015.86,385,/A/
A343,2023-05-19 22:58:16,9655.43,980,/B/
A201,2023-06-20 12:25:05,8557.92,313,/B/
A14,2023-01-19 11:12:23,7991.59,A105,6324286622
A319,2022-12-12 01:49:42,4993.75,991,/C/
467,2024-02-26 04:37:44,1418.15,229,savings
A173,2024-06-03 14:32:59,3873.43,445,/B/
A311,2024-01-06 15:17:44,4571.01,57,/B/
A398,2024-03-17 11:44:42,9129.43,861,/A/
A82,2023-02-25 21:50:43,9314.99,A255,7236576147
A211,2022-07-30 00:08:28,6983.39,361,/C/
979,2023-09-13 13:04:48,8017.75,480,fries
A131,2023-07-05 04:44:02,1182.92,A15,2261234945
A90,2022-09-16 10:53:17,7270.3,273,/C/
A45,2023-08-09 06:41:54,2626.32,466,/B/
A368,2023-06-03 00:39:31,2709.57,930,/A/
A155,2024-02-23 07:20:01,4227.44,819,/C/
26,2024-05-27 23:41:10,6363.61,592,payback
A175,2023-03-01 07:46:34,9048.46,A331,7818338070
A123,2024-02-10 01:34:45,2211.69,A384,1566705330
A169,2024-03-01 04:24:30,5328.42,88,/C/
A279,2023-09-12 16:55:00,5356.09,693,/B/
582,2023-07-31 13:43:11,576.02,412,fries
632,2022-11-13 03:13:10,1828.37,560,payback
A380,2023-12-22 11:20:44,3641.32,585,/A/
A100,2024-01-28 22:36:16,636.11,13,/C/
A302,2023-06-15 13:53:07,8313.93,A226,5863804044
A200,2023-02-11 03:45:44,977.59,A39,6613063548
A294,2023-09-29 22:36:31,3495.12,958,/B/
A386,2023-08-29 15:26:03,882.41,800,/A/
527,2023-07-28 15:53:03,2908.16,805,rent
A4,2023-11-19 02:04:41,5150.37,A162,7498758402
A303,2023-07-28 14:39:38,3001.78,249,/C/
846,2022-09-30 12:23:46,4598.55,220,payback
A389,2023-11-12 22:38:14,6000.03,145,/B/
A118,2023-04-09 11:06:34,5681.22,A174,4445890573
A64,2023-02-12 13:31:43,6520.38,A303,9526145782
376,2023-06-19 07:14:50,8300.14,750,fries
A117,2023-09-15 19:12:43,4019.12,A223,3051281637
A223,2022-11-04 12:46:59,6173.4,234,/A/
248,2023-05-17 15:33:53,9734.31,201,beers
A287,2024-01-22 17:40:38,9938.7,A181,6836957001
A18,2022-12-15 02:04:20,3293.18,A362,3431629235
A64,2022-07-23 17:47:00,4051.77,873,/A/
A100,2024-01-10 21:22:26,2619.57,245,/B/
A46,2023-01-01 04:44:16,9586.48,A397,2057492138
A195,2024-06-09 00:57:07,4248.73,A259,2897287024
A159,2023-12-08 22:32:18,3701.1,A353,5310769070
A345,2023-11-27 13:09:22,151.12,591,/B/
A294,2023-11-26 00:02:45,407.78,A224,7443593457
A209,2023-11-22 10:36:14,9200.73,A359,1563360610
688,2023-08-05 04:50:41,7503.75,80,beers
A110,2022-07-31 07:57:19,6852.18,A36,2303672684
A21,2023-12-02 18:13:27,4412.3,555,/A/
A22,2024-02-23 09:52:47,4111.32,202,/B/
A371,2024-03-08 11:45:33,287.46,764,/B/
44,2023-05-25 03:08:16,9696.01,409,beers
A313,2023-10-31 15:01:28,5076.68,351,/C/
A5,2022-07-05 12:03:50,5272.99,A141,2485116883
74,2023-05-24 20:30:48,5847.64,832,rent
A127,2023-03-30 03:58:06,8770.89,648,/B/
A178,2024-05-08 19:24:32,4956.13,A271,7334667668
A107,2023-01-07 10:38:57,1287.93,55,/A/
A107,2023-10-06 12:22:21,7398.64,483,/A/
A259,2024-05-28 16:34:02,2401.38,980,/B/
A149,2022-10-10 01:10:30,7950.35,867,/B/
A138,2022-11-16 08:02:26,8490.14,237,/C/
A9,2022-12-30 15:06:22,6637.11,A269,8257044554
A126,2023-07-27 23:45:19,1638.58,376,/C/
A246,2023-02-06 04:03:51,5119.24,A322,4210943805
A352,2022-12-03 02:25:48,7761.68,804,/B/
A303,2023-09-21 14:06:10,8419.69,664,/C/
A262,2023-05-20 21:04:20,2640.64,604,/C/
A62,2022-11-18 22:33:58,2324.68,533,/B/
A275,2023-02-05 06:37:58,8224.79,29,/C/
809,2023-05-25 15:30:08,4687.89,731,beers
234,2024-06-11 04:02:19,9997.53,675,fries
A283,2023-02-09 19:27:39,7267.97,891,/B/
A232,2022-12-25 12:17:11,7664.86,780,/B/
A15,2022-12-22 03:38:30,7835.19,882,/C/
490,2023-01-26 04:46:30,2521.91,40,payback
A309,2023-09-22 20:53:13,5148.21,A211,5489433805
A211,2023-06-08 02:23:14,2171.76,236,/B/
A323,2023-11-02 11:12:58,4437.73,81,/C/
A258,2024-06-01 20:49:00,3873.15,41,/B/
795,2024-05-02 18:17:43,7807.17,955,savings
A284,2023-05-17 10:49:15,6519.59,A32,5445292582
594,2024-02-10 16:10:31,9443.57,110,bonus
A286,2023-04-29 09:54:31,5464.21,458,/B/
A89,2022-08-30 04:41:36,3264.19,A50,8931058768
A308,2022-07-25 10:54:27,3998.6,746,/B/
A34,2022-08-28 23:52:03,8028.89,562,/B/
A197,2023-03-21 09:35:38,8456.23,330,/C/
A134,2023-12-23 00:03:36,4981.78,106,/C/
A283,2023-11-04 23:52:17,4990.21,A346,7410566326
A142,2024-05-12 06:07:43,9043.63,A217,3025786535
A197,2024-03-24 23:33:10,4806.04,429,/B/
A110,2023-02-16 06:34:06,4602.85,A219,0321124586
900,2022-07-19 19:16:23,821.3,281,savings
979,2022-09-16 23:41:46,6113.04,519,bonus
A353,2023-12-02 00:17:45,8989.61,A364,1851996832
429,2024-03-22 16:57:18,4809.09,964,beers
939,2022-09-27 00:13:39,7896.06,893,payback
59,2023-02-03 08:28:20,5886.08,523,beers
A249,2024-05-02 14:15:23,9159.44,112,/A/
A215,2023-03-03 07:16:03,3737.77,11,/A/
A354,2023-12-31 11:38:03,1974.11,621,/C/
456,2023-03-25 16:33:58,204.16,725,beers
A252,2023-09-11 11:21:05,1524.23,805,/A/
A98,2022-09-29 14:03:09,1289.83,A358,7581162596
A315,2023-09-28 19:26:00,9189.94,A382,7185114777
A197,2023-06-04 09:40:23,8343.96,207,/A/
A316,2024-02-26 09:18:08,6879.14,A102,8096278611
A294,2022-08-24 13:34:43,5185.16,67,/C/
236,2022-07-03 22:20:37,1648.22,702,fries
788,2022-12-29 10:44:03,2805.69,963,fries
37,2024-01-07 00:27:54,6843.01,857,beers
A366,2023-12-06 19:34:03,4337.56,840,/A/
908,2022-08-19 11:34:31,6681.83,924,beers
A285,2023-03-05 17:51:34,3329.47,919,/C/
580,2023-01-03 21:25:59,5422.27,475,bonus
A109,2023-10-12 14:59:08,6342.05,A192,4085842049
A322,2024-01-13 17:30:01,7613.6,257,/C/
A254,2024-04-30 19:42:04,1792.7,A199,7567538668
A160,2022-10-06 09:11:27,5170.29,A176,3924133733
986,2022-08-03 15:46:40,8029.93,404,fries
A27,2023-05-29 06:05:40,3031.06,532,/A/
306,2023-12-28 04:56:52,6007.48,317,bonus
A31,2024-06-08 15:07:31,5620.78,A394,2084273599
A66,2023-09-19 11:37:29,1092.38,95,/B/
684,2023-06-04 07:00:50,4765.62,519,savings
263,2023-11-20 04:53:42,8171.43,721,bonus
A385,2024-03-23 02:57:01,7115.54,167,/C/
A41,2024-05-12 03:52:47,9451.35,A86,0528700190
A147,2023-06-04 06:15:06,3767.33,436,/B/
A34,2023-05-26 08:07:40,1522.75,A322,2256244376
A313,2022-08-10 01:06:58,8000.12,975,/A/
939,2022-08-16 18:59:16,7231.93,38,savings
A180,2022-12-04 21:14:57,4187.13,A134,5667037070
52,2022-08-12 06:52:50,672.05,579,bonus
A187,2024-04-07 21:03:45,9716.51,A248,5388257843
A53,2023-02-12 01:56:38,4589.87,486,/C/
862,2023-08-31 07:49:07,7704.82,692,fries
A285,2022-08-16 13:04:41,8755.17,358,/C/
A317,2022-07-15 03:25:26,6425.21,A55,1781887581
A302,2022-11-30 19:57:01,3594.86,A62,8623937840
474,2022-12-24 20:58:57,5035.06,69,payback
80,2022-12-09 12:19:57,3641.16,352,savings
A91,2022-08-16 17:46:17,9867.63,779,/A/
A26,2022-08-21 02:01:16,96.68,848,/A/
A250,2023-02-22 06:20:25,2584.33,723,/A/
773,2023-06-06 00:12:20,7888.61,298,rent
A169,2022-08-09 04:36:26,4342.69,A222,8590037086
A33,2023-01-28 08:04:06,9941.59,948,/B/
A106,2023-01-26 01:55:04,4230.79,A302,1027423783
A333,2022-08-22 22:48:12,4461.82,433,/A/
A57,2023-11-05 22:27:08,9013.5,741,/B/
A48,2024-02-05 04:47:23,4717.6,A75,6056292669
A120,2024-05-11 16:04:01,1624.54,397,/A/
A49,2024-04-09 02:01:52,522.97,A119,4214876302
A257,2022-11-30 12:32:33,7048.82,A202,2811803196
A279,2023-02-14 09:18:07,6876.25,337,/A/
A36,2024-06-08 03:05:53,3647.8,196,/C/
516,2024-04-17 13:22:25,3492.13,191,fries
509,2023-10-23 08:20:55,4283.27,930,fries
537,2023-08-03 03:43:59,2819.33,940,payback
542,2022-12-01 11:38:38,8616.74,922,beers
A351,2022-09-11 15:06:32,2970.85,634,/A/
A256,2022-10-17 01:07:56,6078.77,546,/A/
A110,2024-01-08 23:23:47,7238.04,581,/A/
A77,2022-10-06 20:00:04,7881.3,202,/A/
161,2024-02-02 18:17:26,5536.78,658,beers
720,2023-06-05 20:27:36,6188.11,716,savings
A48,2024-05-30 13:53:44,3197.06,795,/A/
A242,2022-10-12 07:47:03,8817.91,50,/B/
A147,2023-12-24 17:30:49,9227.55,825,/B/
A172,2023-07-28 16:13:46,269.81,705,/B/
A181,2023-12-25 12:58:19,4863.42,A99,2413690702
A154,2024-05-26 16:31:32,7248.27,597,/C/
A143,2022-08-20 23:34:32,9490.87,690,/A/
A241,2023-11-05 22:43:31,126.97,A51,7878967536
A1,2023-06-08 10:42:59,9152.29,A142,5457942753
A233,2023-12-03 14:40:00,4660.9,212,/A/
A353,2022-11-15 17:52:42,9027.67,589,/B/
150,2022-10-15 02:20:26,2011.99,261,bonus
A244,2023-03-31 07:10:02,2740.48,740,/A/
A82,2022-07-11 01:26:47,1635.1,A194,9514369200
A398,2022-12-23 01:23:39,5798.33,147,/B/
A262,2022-10-19 05:35:33,7185.14,A192,3402970895
A362,2023-07-15 03:12:21,2361.56,623,/B/
A223,2024-04-29 18:31:54,221.69,A340,4013748967
A67,2022-12-23 09:16:10,5567.74,438,/A/
389,2023-07-14 08:17:57,9051.46,623,beers
A36,2023-02-18 15:30:02,2629.75,6,/B/
A293,2022-08-01 15:24:10,7201.79,645,/C/
114,2024-03-06 06:06:34,6464.69,558,rent
A154,2024-03-07 00:42:38,2945.98,A398,7940505159
A7,2023-05-28 18:31:03,2732.77,418,/A/
A170,2024-03-15 13:28:58,2426.03,A215,2706105009
A54,2023-05-23 14:50:16,991.49,996,/C/
250,2024-04-29 17:30:34,6287.7,451,beers
A50,2023-02-28 07:02:38,5561.16,A237,7408988479
A337,2023-04-06 17:50:59,4414.72,217,/A/
A369,2023-04-03 07:04:15,7836.06,120,/B/
A149,2022-08-04 03:32:46,7375.64,330,/C/
A154,2022-07-05 09:47:19,641.77,219,/C/
A329,2023-10-20 11:03:57,2440.41,A302,8288367009
A54,2024-02-10 05:45:20,4551.74,870,/C/
A283,2023-07-07 17:15:43,5482.39,803,/A/
A352,2023-01-10 04:49:14,7693.81,A364,7571988723
449,2022-11-04 16:36:17,520.78,349,fries
A243,2022-10-08 08:02:59,9246.75,848,/C/
A333,2023-03-14 22:10:56,4069.12,A49,6584130093
A85,2023-05-01 17:48:13,9318.45,22,/B/
A92,2022-12-28 10:34:11,2923.75,A12,6672983619
